,City,Country,Latitude,Longitude,Cloudiness,Humidity,Temperature,Wind Speed
297,Narrabri,AU,-30.3167,149.7833,4,54,53.69,1.14
298,Vila Franca Do Campo,PT,37.7167,-25.4333,29,72,70.21,3.06
299,Waingapu,ID,-9.6567,120.2641,59,63,85.24,14.83
300,Kaoma,ZM,-14.7833,24.8,79,17,93.06,8.77
301,Havelock,US,34.8791,-76.9013,0,95,72.34,2.71
302,Puerto Maldonado,PE,-12.6,-69.1833,17,84,72.37,1.07
303,Portland,US,45.5234,-122.6762,90,80,64.35,1.01
304,Palana,RU,59.1167,159.9667,17,82,39.31,5.88
305,Necsesti,RO,44.25,25.15,16,33,80.13,6.22
306,Turukhansk,RU,65.8167,87.9833,100,97,38.32,9.24
307,Khandbari,NP,27.3747,87.2039,100,81,76.62,1.3
308,Biltine,TD,14.5333,20.9167,5,50,87.03,6.85
309,Acarau,BR,-2.8856,-40.12,2,82,78.3,14.36
310,Djibo,BF,14.1022,-1.6306,96,58,84.56,11.25
311,Kirakira,SB,-10.4544,161.9205,81,85,78.6,9.19
312,Topolobampo,MX,25.6,-109.05,4,75,78.06,2.82
313,Ancud,CL,-41.8697,-73.8203,100,91,47.73,12.62
314,Buala,SB,-8.145,159.5921,79,82,80.55,7.02
315,Mahajanga,MG,-15.7167,46.3167,0,29,95.02,9.22
316,Opunake,NZ,-39.4556,173.8583,100,93,52.34,11.32
317,Lavrentiya,RU,65.5833,-171.0,100,82,40.37,6.2
318,Koundara,GN,12.4833,-13.3,100,86,78.3,5.03
319,Richards Bay,ZA,-28.783,32.0377,94,69,71.49,16.51
320,Belaya Gora,RU,68.5333,146.4167,17,68,43.72,12.12
321,Maragogi,BR,-9.0122,-35.2225,13,86,75.04,8.37
322,Hobyo,SO,5.3505,48.5268,39,59,85.77,25.7
323,Moree,AU,-29.4667,149.85,1,62,53.62,5.75
324,Port Hawkesbury,CA,45.6169,-61.3485,1,96,42.64,1.01
325,Mitu,CO,1.1983,-70.1733,67,99,69.62,1.45
326,Kasongo-Lunda,CD,-6.4667,16.8167,4,38,92.84,2.89
327,Kimbe,PG,-5.5502,150.1429,99,80,78.82,7.47
328,Hami,CN,42.8,93.45,1,12,86.38,2.86
329,Tommot,RU,58.9564,126.2925,100,82,59.18,5.48
330,Dourbali,TD,11.8091,15.8632,84,61,84.81,4.76
331,Periyakulam,IN,10.1167,77.55,98,52,100.53,6.44
332,Chimbote,PE,-9.0853,-78.5783,82,87,60.62,7.78
333,Yermakovskoye,RU,53.2831,92.4003,100,80,51.93,3.24
334,Arraias,BR,-12.9288,-46.9437,13,29,73.27,5.1
335,Puertollano,ES,38.6871,-4.1073,73,71,64.06,7.0
336,Carupano,VE,10.6678,-63.2585,2,87,76.62,6.2
337,Vestmannaeyjar,IS,63.4427,-20.2734,20,93,50.99,6.91
338,Irbeyskoye,RU,55.6428,95.4522,100,94,44.91,5.5
339,Ndjole,GA,-0.1783,10.7649,95,81,80.74,2.8
340,Ugoofaaru,MV,5.6667,73.0,70,70,83.08,17.25
341,Port Alfred,ZA,-33.5906,26.891,100,56,64.02,19.51
342,Matay,EG,28.419,30.7792,0,31,90.09,11.7
343,Arlit,NE,18.7369,7.3853,6,25,96.69,5.17
344,Severo-Kurilsk,RU,50.6789,156.125,13,88,48.63,8.9
345,Wad Madani,SD,14.4012,33.5199,80,52,88.52,8.81
346,Mityana,UG,0.4175,32.0228,29,33,88.5,4.65
347,Nabire,ID,-3.3667,135.4833,58,88,78.35,1.1
348,San Ramon,US,37.7799,-121.978,1,80,56.71,6.91
349,Bambanglipuro,ID,-7.95,110.2833,86,79,79.86,10.71
350,Saldanha,ZA,-33.0117,17.9442,8,51,62.65,10.65
351,Azad Shahr,IR,34.7909,48.5707,0,10,88.29,6.91
352,Zaysan,KZ,47.4667,84.8667,38,9,78.82,8.48
353,Tura,IN,25.5198,90.2201,100,86,82.08,0.67
354,Okhotsk,RU,59.3833,143.3,7,74,54.81,6.91
355,Praia Da Vitoria,PT,38.7333,-27.0667,40,94,66.45,1.68
356,Port Macquarie,AU,-31.4333,152.9167,55,74,55.36,12.8
357,Bosaso,SO,11.2842,49.1816,0,59,94.98,16.11
358,Hua Hin,TH,12.5707,99.9588,20,74,84.22,8.05
359,Porto Novo,BJ,6.4965,2.6036,100,80,82.22,1.97
360,Oranjemund,NA,-28.55,16.4333,83,55,59.74,16.28
361,Merauke,ID,-8.4667,140.3333,100,77,81.03,19.22
362,Port-Gentil,GA,-0.7193,8.7815,40,65,84.16,11.5
363,Carlyle,US,38.6103,-89.3726,100,93,67.24,4.0
364,Tamworth,GB,52.634,-1.6959,23,88,58.78,1.01
365,Kinablangan,PH,7.6947,126.5503,100,77,81.25,4.29
366,Arman,RU,59.7,150.1667,19,89,46.89,4.97
367,Kenora,CA,49.8167,-94.4337,1,71,54.57,4.61
368,Princeton,US,25.5384,-80.4089,1,87,76.71,4.61
369,Nanortalik,GL,60.1432,-45.2371,2,75,37.85,5.26
370,Fare,PF,-16.7,-151.0167,18,70,78.64,17.96
371,Viesca,MX,25.35,-102.8,73,50,78.37,2.3
372,Chiredzi,ZW,-21.05,31.6667,0,16,99.16,3.94
373,Luanda,AO,-8.8368,13.2343,40,78,77.0,5.75
374,Bobon,PH,12.5246,124.5636,83,79,82.56,8.79
375,Wanning,CN,18.8003,110.3967,100,73,84.87,10.87
376,Mar Del Plata,AR,-38.0023,-57.5575,0,93,35.62,5.75
377,Conceicao Do Araguaia,BR,-8.2578,-49.2647,0,88,71.73,2.3
378,Eisenach,DE,50.9833,10.3167,100,84,66.85,4.56
379,Launceston,AU,-41.45,147.1667,90,77,50.2,1.01
380,Avera,US,33.194,-82.5271,98,79,66.43,2.04
381,Kichera,RU,55.9375,110.0997,66,58,50.54,7.92
382,Zheleznodorozhnyy,RU,55.7503,38.0042,100,66,48.33,10.92
383,Maniitsoq,GL,65.4167,-52.9,5,54,32.86,5.61
384,Collie,AU,-33.3667,116.15,57,90,58.98,11.74
385,Dabrowa Tarnowska,PL,50.1746,20.9863,1,60,70.68,6.51
386,Mana,GF,5.6592,-53.7767,11,90,76.55,5.23
387,Saint George,US,37.1041,-113.5841,1,19,74.68,0.0
388,Cockburn Town,TC,21.4612,-71.1419,98,73,82.96,11.43
389,Asilah,MA,35.465,-6.0348,21,80,71.56,14.38
390,Kulmbach,DE,50.1,11.45,100,94,68.05,4.32
391,Mackay,AU,-21.15,149.2,27,68,64.38,5.75
392,Bestobe,KZ,52.4994,73.0975,56,19,72.99,12.88
393,Antofagasta,CL,-23.65,-70.4,78,83,56.48,5.3
394,San Lazaro,BZ,18.0387,-88.6622,92,97,74.35,1.99
395,Penza,RU,53.2007,45.0046,15,46,58.17,12.55
396,Ingham,US,42.6,-84.3833,1,94,61.45,0.0
397,Havre-Saint-Pierre,CA,50.2334,-63.5986,20,93,39.56,9.22
398,Necochea,AR,-38.5473,-58.7368,0,66,40.03,14.16
399,Muncar,ID,-8.4333,114.3333,94,78,81.66,6.24
400,Uige,AO,-7.6087,15.0613,58,66,78.73,3.83
401,Mildura,AU,-34.2,142.15,1,36,58.96,5.75
402,Half Moon Bay,US,37.4636,-122.4286,90,90,57.16,1.01
403,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,99,60,58.39,1.48
404,Savannah Bight,HN,16.45,-85.85,88,78,82.0,17.11
405,Trelew,AR,-43.249,-65.3051,3,48,48.63,15.28
406,Auki,SB,-8.7676,160.7034,82,88,77.47,5.53
407,Juneau,US,58.3019,-134.4197,90,97,47.7,9.22
408,Zhangjiakou,CN,40.81,114.8794,100,92,63.28,1.59
409,Egvekinot,RU,66.3167,-179.1667,35,86,29.62,2.95
410,Orlik,RU,52.5178,99.825,100,45,50.74,16.31
411,Sciacca,IT,37.5082,13.0881,66,46,81.32,6.67
412,Kosino,RU,58.4127,51.2782,100,94,41.99,5.39
413,Khatanga,RU,71.9667,102.5,20,61,48.49,4.14
414,Ust-Kuyga,RU,70.0167,135.6,100,73,47.21,4.36
415,Hokitika,NZ,-42.7167,170.9667,0,76,45.23,5.17
416,Jaicos,BR,-7.3592,-41.1378,0,74,72.27,5.3
417,Diamantina,BR,-18.2494,-43.6003,6,45,61.43,4.03
418,Rabo De Peixe,PT,37.8,-25.5833,20,73,69.31,0.0
419,Atar,MR,20.5169,-13.0499,8,28,92.1,11.36
420,Vila,PT,42.0304,-8.1588,78,93,56.03,2.53
421,Ucluelet,CA,48.9329,-125.5528,62,88,57.04,7.72
422,Honiara,SB,-9.4333,159.95,91,86,78.66,7.83
423,Haines Junction,CA,60.7522,-137.5108,91,93,28.35,0.0
424,Mankono,CI,8.0586,-6.1897,100,94,72.34,3.29
425,Pangoa,PE,-12.1167,-73.0,99,98,67.48,3.09
426,Laguna,US,38.421,-121.4238,1,62,64.78,1.01
427,High Prairie,CA,55.4334,-116.4858,100,82,45.7,14.85
428,Jimenez,MX,28.3333,-105.4,1,30,71.6,2.93
429,Sassandra,CI,4.95,-6.0833,100,96,74.21,6.2
430,Estelle,US,29.8458,-90.1067,100,83,73.85,1.01
431,Malinovskiy,RU,61.1953,62.8397,100,96,42.06,6.8
432,Napasar,IN,27.9667,73.55,0,40,96.37,15.75
433,Amga,RU,60.8953,131.9608,82,59,55.15,2.86
434,Sete Lagoas,BR,-19.4658,-44.2467,9,34,69.31,2.04
435,Salym,RU,60.0625,71.4789,100,84,45.52,8.1
436,Kota Tinggi,MY,1.7381,103.8999,94,78,81.93,3.96
437,Draguignan,FR,43.5333,6.4667,100,73,74.01,6.91
438,Smithers,CA,54.7804,-127.1743,90,75,41.32,4.61
439,Yining,CN,29.0361,114.5636,0,67,77.09,3.69
440,Polson,US,47.6936,-114.1632,95,48,58.69,4.85
441,Altamira,BR,-3.2033,-52.2064,0,90,71.33,2.01
442,Bogovarovo,RU,58.9785,47.0246,100,93,42.42,7.96
443,Nueve De Julio,AR,-35.4444,-60.8831,0,67,40.8,7.78
444,Gander,CA,48.9682,-54.5906,90,93,41.13,8.05
445,Simbahan,PH,6.3032,120.5836,55,72,83.62,5.3
446,Businga,CD,3.3333,20.8833,85,53,87.69,2.26
447,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,0,81,45.19,4.47
448,Pringsewu,ID,-5.3582,104.9744,41,68,84.33,4.56
449,Morag,PL,53.9171,19.926,7,56,64.65,5.99
450,San Martin,AR,-33.081,-68.4681,0,30,41.54,4.59
451,Doha,QA,25.2867,51.5333,0,53,98.89,12.66
452,General Roca,AR,-39.0333,-67.5833,54,55,43.2,12.53
453,Marfino,RU,55.7028,37.3822,75,62,49.84,13.42
454,Katakwi,UG,1.8911,33.9661,32,34,88.79,4.43
455,Grindavik,IS,63.8424,-22.4338,75,87,45.07,2.3
456,Kalmunai,LK,7.4167,81.8167,80,61,89.91,16.04
457,San Luis,AR,-33.295,-66.3356,0,29,47.73,7.36
458,Talakan,RU,50.3167,130.3667,100,88,56.12,2.24
459,Poum,NC,-20.2333,164.0167,96,76,71.69,19.53
460,Mushie,CD,-3.0167,16.9,5,33,97.61,3.96
461,Lixourion,GR,38.2019,20.4314,0,73,78.8,0.0
462,Marzuq,YE,14.4,46.4667,49,19,94.37,7.83
463,Duki,PK,30.1541,68.5728,0,25,92.37,4.61
464,Kaseda,JP,31.4167,130.3167,100,87,78.03,14.18
465,Port Hardy,CA,50.6996,-127.4199,1,93,46.58,5.75
466,Yayva,RU,59.3303,57.2641,97,60,53.19,6.69
467,Tutoia,BR,-2.7619,-42.2744,71,79,80.35,12.62
468,Kijang,KR,35.2442,129.2139,6,69,76.73,22.32
469,Los Llanos De Aridane,ES,28.6585,-17.9182,20,77,71.13,9.22
470,Huanren,CN,41.2647,125.3667,51,88,62.82,2.98
471,Guarapari,BR,-20.6667,-40.4975,6,74,73.29,9.04
472,Bardiyah,LY,31.7561,25.0865,0,49,81.75,19.91
473,Belmonte,BR,-15.8631,-38.8828,29,79,70.3,8.59
474,Mandalgovi,MN,45.7625,106.2708,9,40,64.29,6.26
475,Tambun,ID,-6.2641,107.0712,40,66,87.84,9.22
476,Chippenham,GB,51.46,-2.1247,92,98,60.98,4.97
477,Middelburg,ZA,-25.7751,29.4648,0,14,82.87,14.23
478,Carutapera,BR,-1.195,-46.02,6,91,76.6,5.93
479,Sobolevo,RU,54.4299,31.8996,2,46,56.64,11.52
480,Sinnamary,GF,5.3833,-52.95,9,88,77.61,5.1
481,Kristiinankaupunki,FI,62.2743,21.376,49,61,51.62,8.48
482,Bernal,PE,-5.45,-80.75,27,85,62.29,10.16
483,Pasni,PK,25.2631,63.471,8,65,83.97,12.41
484,Gonbad-E Qabus,IR,37.25,55.1672,0,35,86.95,5.53
485,Verkhnyaya Inta,RU,65.9811,60.3094,100,61,49.73,12.17
486,Caborca,MX,30.5838,-111.101,6,56,77.97,2.48
487,Matagami,CA,49.7502,-77.6328,90,100,46.51,10.36
488,Prince Rupert,CA,54.3161,-130.3201,90,84,51.21,8.05
489,Alekseyevsk,RU,57.8406,108.3492,72,91,44.29,10.8
490,Fort-Shevchenko,KZ,44.5086,50.263,0,48,73.81,12.15
491,Hazebrouck,FR,50.7237,2.5373,90,85,65.68,11.97
492,Kulhudhuffushi,MV,6.6221,73.07,99,75,82.42,18.92
493,Igrim,RU,63.1906,64.4162,100,53,48.29,5.26
494,Rocha,UY,-34.4833,-54.3333,0,81,42.76,7.29
495,Teguldet,RU,57.3064,88.1667,100,95,44.13,4.5
496,Antalaha,MG,-14.9003,50.2788,79,69,76.98,12.21
497,Atikokan,CA,48.7555,-91.6216,3,90,45.1,4.79
498,Maputo,MZ,-25.9653,32.5892,0,57,88.23,4.0
499,Yantal,RU,56.8471,105.2542,65,77,45.59,7.85
500,Qasigiannguit,GL,68.8193,-51.1922,87,89,32.25,3.31
501,Batagay-Alyta,RU,67.8006,130.4114,67,65,48.72,5.55
502,Mitsamiouli,KM,-11.3847,43.2844,40,69,82.69,6.91
503,Olinda,BR,-8.0089,-34.8553,40,78,76.73,10.36
504,Pacaembu,BR,-21.5622,-51.2606,63,74,72.14,6.06
505,Great Yarmouth,GB,52.6083,1.7305,96,88,62.6,16.2
506,Waddan,LY,29.1614,16.139,0,30,82.36,4.56
507,Nioro,GM,13.35,-15.75,94,79,81.68,3.8
508,Umm Kaddadah,SD,13.6017,26.6876,23,30,92.7,5.44
509,Kutum,SD,14.2,24.6667,38,23,88.36,12.95
510,Zyryanka,RU,65.75,150.85,100,58,52.45,12.46
511,Mbandaka,CD,0.0487,18.2603,56,59,84.06,3.04
512,Port Arthur,CN,38.8,121.2667,53,75,77.22,4.83
513,Katsuura,JP,35.1333,140.3,5,83,75.31,13.2
514,Theodoriana,GR,39.4356,21.21,1,33,78.62,5.35
515,Carballo,ES,43.213,-8.691,65,93,66.36,6.02
516,Batagay,RU,67.6333,134.6333,77,84,47.57,4.27
517,Coquimbo,CL,-29.9533,-71.3436,40,81,47.93,5.75
518,Jaisalmer,IN,26.9147,70.9181,32,32,101.34,15.73
519,Concepcion Del Oro,MX,24.6333,-101.4167,57,64,64.26,3.56
520,Ustye,RU,59.6304,39.736,100,80,45.63,4.88
521,Coracora,PE,-15.0333,-73.7833,100,56,44.58,1.7
522,Brainerd,US,46.358,-94.2008,1,93,45.46,3.44
523,Brigg,GB,53.552,-0.4921,75,86,61.05,6.91
524,Si Satchanalai,TH,17.5169,99.7598,97,80,91.18,3.09
525,Siparia,TT,10.1333,-61.5,19,95,76.51,9.71
526,Punta Alta,AR,-38.8759,-62.0736,3,52,46.31,14.54
527,Verkhniye Kigi,RU,55.4083,58.6044,100,61,62.19,17.52
528,Hearst,CA,49.6835,-83.6665,82,98,50.25,6.58
529,Catuday,PH,16.2923,119.8062,1,78,82.63,10.6
530,Rassvet,RU,46.8333,40.75,0,42,80.13,4.47
531,Upernavik,GL,72.7868,-56.1549,99,79,27.88,7.83
532,Pekalongan,ID,-6.8886,109.6753,100,73,82.36,4.23
533,Okha,RU,53.5739,142.9478,94,69,53.04,5.97
534,Barrow,US,71.2906,-156.7887,90,93,37.42,4.61
535,Camapua,BR,-19.5314,-54.0439,68,56,77.0,0.81
536,Bijela,BA,43.6086,17.9519,3,24,74.1,2.77
537,Talcahuano,CL,-36.7167,-73.1167,0,100,40.68,4.61
538,Beringovskiy,RU,63.05,179.3167,100,78,41.36,10.85
539,Nador,MA,35.174,-2.9287,0,68,73.65,1.14
540,Pemba,MZ,-12.974,40.5178,20,54,84.9,14.97
541,Korem,ET,12.5058,39.5228,27,41,70.5,10.47
542,Blagoyevo,RU,63.3667,47.9167,100,89,41.49,9.57
543,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,100,76,49.87,17.27
544,Kurayoshi,JP,35.4333,133.8167,70,82,73.31,7.07
545,Dongobesh,TZ,-4.0667,35.3833,64,32,77.43,3.18
546,Pangai,TO,-19.8,-174.35,0,89,76.86,12.41
547,Port Pirie,AU,-33.1833,138.0167,5,58,62.69,6.71
548,Puerto Escondido,MX,15.85,-97.0667,52,89,78.33,5.32
549,Ocos,GT,14.5094,-92.1933,89,89,75.52,4.03
550,Araouane,ML,18.9048,-3.5265,17,19,102.61,11.39
551,Coihaique,CL,-45.5752,-72.0662,40,81,44.55,5.75
552,Katangli,RU,51.7102,143.2326,52,81,50.83,7.87
553,Popondetta,PG,-8.7537,148.2534,100,98,72.43,2.46
554,Alice Springs,AU,-23.7,133.8833,1,13,87.35,2.3
555,Wajir,KE,1.7471,40.0573,69,31,92.59,15.57
556,Kamra,PK,33.7473,73.5111,0,40,87.94,7.38
557,Inta,RU,66.0317,60.1659,100,62,49.84,12.84
558,Sao Felix Do Xingu,BR,-6.6447,-51.995,49,66,75.43,1.48
559,Xinqing,CN,48.2333,129.5,99,73,55.24,1.92
560,Kobe,JP,34.6913,135.183,20,61,78.06,13.8
561,Inirida,CO,3.8653,-67.9239,100,99,71.62,3.71
562,Mtambile,TZ,-5.3833,39.7,33,71,80.26,10.96
563,Kargasok,RU,59.0556,80.8572,98,73,48.38,8.97
564,Emerald,AU,-23.5333,148.1667,5,18,71.74,3.44
565,Punta Arenas,CL,-53.15,-70.9167,0,80,33.91,25.32
566,Koumac,NC,-20.5667,164.2833,98,78,70.88,9.95
567,Altea,ES,38.5989,-0.0514,99,64,81.1,2.98
568,Nome,US,64.5011,-165.4064,90,87,46.45,0.0
569,Planaltina,BR,-15.4528,-47.6142,36,30,64.69,3.51
570,Chihuahua,MX,28.5,-106.0,0,26,69.53,4.23
571,Talaya,RU,61.3833,152.75,59,59,46.29,4.79
572,Pevek,RU,69.7008,170.3133,100,98,31.78,3.47
573,Itarema,BR,-2.9248,-39.9167,3,76,80.26,16.02
574,Cabra,ES,37.4725,-4.4421,21,81,69.93,3.4
575,Pitimbu,BR,-7.4706,-34.8086,39,79,75.79,12.86
576,Mandera,KE,3.9366,41.867,23,26,96.01,17.67
577,Muroto,JP,33.2833,134.15,98,79,77.04,15.32
578,Vallenar,CL,-28.5708,-70.7581,0,75,50.94,2.26
579,Boa Vista,BR,2.8197,-60.6733,20,83,76.98,2.3
580,Norcasia,CO,5.5778,-74.8852,72,96,66.99,3.09
581,Acapulco,MX,16.8634,-99.8901,94,88,75.96,5.06
582,Shubarkuduk,KZ,49.1447,56.4872,2,15,83.77,19.6
583,Siniscola,IT,40.5719,9.6922,100,51,78.35,10.36
584,Nuuk,GL,64.1835,-51.7216,20,64,32.61,8.05
585,Morehead,US,37.2711,-87.1764,75,97,70.18,0.0
586,Moron,AR,-34.6534,-58.6198,0,91,43.5,4.56
587,Shizunai,JP,42.3339,142.3669,28,79,59.52,5.28
588,Nagato,JP,34.3833,131.2,41,82,75.15,15.82
589,Kongolo,CD,-5.3833,27.0,25,26,100.13,3.78
590,Mangan,IN,27.5167,88.5333,100,83,81.23,4.32
591,Yenagoa,NG,4.9247,6.2642,100,82,79.56,1.43
592,Halifax,CA,44.6453,-63.5724,40,96,46.99,3.44
